video_id,author,comment,likes,published_at
2LogFbMb58w,@thrdtech,Great review. It actually gives you a glimpse of what the iPhone 15 pro Max has to offer,3,2023-10-10T06:27:11Z
2LogFbMb58w,@David_Denali,Xiaomi 13t vs s23 fe pls,1,2023-10-09T10:40:46Z
2LogFbMb58w,@David_Denali,S23 fe vs a54 pls,1,2023-10-08T07:24:10Z
2LogFbMb58w,@David_Denali,Review the Galaxy F54 pls,2,2023-10-07T18:35:27Z
2LogFbMb58w,@backnu,So the titanium spray makes  the phone lighter ?  Because it is spray. It's just titanium coated 😊,0,2023-10-07T16:13:06Z
2LogFbMb58w,@fakhrimuhammad9443,Please review Xiaomi 13t and 13t pro soon 🙏,0,2023-10-07T10:41:57Z
2LogFbMb58w,@Chlamydomonas,Overheating 😢,0,2023-10-07T09:55:36Z
2LogFbMb58w,@MistaRunIt,Watching on my iPhone XS for some reason still dont feel like I’m missing out on anything.,3,2023-10-06T19:32:15Z
2LogFbMb58w,@martinhancock9235,Pixel 8 Pro for me. Too many issues with the 15 Pro,1,2023-10-06T18:01:05Z
2LogFbMb58w,@philipnwigwe,Great,0,2023-10-06T16:42:25Z
2LogFbMb58w,@7bsbsuu,"Which phone is better for gaming and which phone doesn't overheating and have battery problems, Poco F5 or Xiaomi 12T pro, which one is better?",0,2023-10-06T14:51:43Z
2LogFbMb58w,@xbig_brother,"Seeing the legos, I felt astonished for some reason. Not sure why",1,2023-10-06T13:25:22Z
2LogFbMb58w,@mike_meow,"Thank you GSMArena, I've been waiting for this 😊",3,2023-10-06T12:57:13Z
2LogFbMb58w,@iamdickel8574,"battery life on every smartphones every year are getting worst, the only thing they can do is bigger mAh meaning larger size of battery, we need a new tech of battery to make battery life get atleast a week before charging",0,2023-10-06T11:43:35Z
2LogFbMb58w,@landryandrianjafy908,Is someone else has grainy/blurry photos when taking from the front camera? Looks good on camera app but very ugly when checking in the Photo application.,0,2023-10-06T10:46:13Z
2LogFbMb58w,@darlinlopez1215,Anybody knows what happen to angie?,0,2023-10-06T09:40:19Z
2LogFbMb58w,@TrisnoAbi-lf9dp,P PP pan,0,2023-10-06T09:35:44Z
2LogFbMb58w,@razvanwrm,Where are u from?,1,2023-10-06T05:20:16Z
2LogFbMb58w,@ashjcoronado,"Top marks for being one of the few channels focusing on the regular pro (the most sensible pick for most folks who don’t like carrying around a brick in their pocket), excellent review mate!",88,2023-10-06T04:38:57Z
2LogFbMb58w,@nodirbek_yakuboov,"Hey Will,pls do review for New S23FE, BudsFE, And Tab S9 FE gadgets, thank you",3,2023-10-06T04:29:35Z
2LogFbMb58w,@Pedro8k,So many problems with them overheating bad tiny speakers and also the so called titanium case and screen is not as tough as they make out. It looks nice but I am waiting until they have sorted it out again,3,2023-10-06T04:06:23Z
2LogFbMb58w,@callmeNeno,It’s always about the size~~,0,2023-10-06T03:53:31Z
2LogFbMb58w,@claireryan9825,Rocking my 14 pro ❤,3,2023-10-06T03:49:47Z
2LogFbMb58w,@comillabangladesh6430,"Bro, is there a heating issue in the iPhone 15 Pro? 
tell me brother😊❤

I am thinking of buying iPhone 15 Pro...
i am living in saudi arabia",0,2023-10-06T03:39:57Z
2LogFbMb58w,@AdnanKhan-sn8de,I have 13 pro should I update to 15 pro !,1,2023-10-06T03:25:33Z
2LogFbMb58w,@Dezzs,Youre so cute,1,2023-10-06T00:45:05Z
bxm4J5OpK8A,@SemenHmm,For how many years should I keep iPhone 15 pro before switching to newer model ?,0,2025-01-31T17:50:30Z
bxm4J5OpK8A,@summer-w1d,The cameras are getting bigger in bigger,2,2025-01-23T23:16:16Z
bxm4J5OpK8A,@chaseowens1189,It’s not better when it comes to battery life lol,1,2025-01-11T00:02:20Z
bxm4J5OpK8A,@jeremysuggs8345,"Regular iPhone 12 was the best phone I ever had. Kept it 3 years, never a cracked screen or any problems aside from eventually running out of storage. Finally got the 15 pro and it rmids me slot of my 12. I think it’s gonna be as good or better than the 12.",8,2025-01-06T00:26:12Z
bxm4J5OpK8A,@MylesTech,just got mine for $500,0,2024-12-28T13:37:53Z
bxm4J5OpK8A,@Iamduce3480,The 15 pro is one of the worst iPhones in history,1,2024-12-15T08:59:19Z
bxm4J5OpK8A,@omarmach19,"Anyone with Iphone 15 PRO MAX having issues with camera focus? image is blurry when trying to shoot anything but close stuff, tried reset factory settings tweak with camera settings; update ios versions, even 18.2 beta still nothing",0,2024-12-11T11:39:09Z
bxm4J5OpK8A,@seemoremacstuff,It not having the camera control is a plus in my opinion. I have a 16 Pro Max and I find it useless.,6,2024-12-10T02:04:22Z
bxm4J5OpK8A,@filipvujovic6081,Оће ли 17 про бит вриједан пажње? Поздрав из Спарте 🇲🇪🦍,0,2024-12-08T10:54:51Z
bxm4J5OpK8A,@JLHOneChurch,Getting this for $600 instead of the iPhone 17 beta,7,2024-11-29T14:20:09Z
bxm4J5OpK8A,@HachuInTheHouse,Dawm You're Good Bruh 😂😂😂,0,2024-11-25T16:27:26Z
bxm4J5OpK8A,@TheKidsWearCrowns,"This video is total cope lol damn
People falling for the engagement bait is so wild too",0,2024-11-25T06:50:53Z
bxm4J5OpK8A,@mohamedabd_alwhab4329,What about battery Life and heating issues??,14,2024-11-24T17:44:30Z
bxm4J5OpK8A,@youtubeman2001,Best phone of all time,6,2024-11-21T17:56:36Z
bxm4J5OpK8A,@wl6279,I think I might hold out for the new iPhone SE 4th gen 😆 coming out in 2025,0,2024-11-20T01:02:36Z
bxm4J5OpK8A,@emilsonsoaresdeamorim6838,"You deleted Alexandre10's comment, he was about to negotiate a cell phone, here.",0,2024-11-17T11:04:51Z
bxm4J5OpK8A,@Alexandre.10,You deleted my comment because I was about to win an iPhone. Are you going to give it to me by chance?,1,2024-11-16T23:30:41Z
bxm4J5OpK8A,@Citnos,"The 15 pro is lighter in weight than the 16 pro, that's an advantage for me.",33,2024-11-13T10:24:08Z
bxm4J5OpK8A,@syahmilfitri4688,"Does ip16 pro and 15pro would have more or less battery life in a day? If yes, how many minute/hour that 16pro have more?",9,2024-11-13T05:10:10Z
bxm4J5OpK8A,@xonaer,Pls release the vidéo on maintaining 100 battery health love the videos!,7,2024-10-31T03:12:19Z
bxm4J5OpK8A,@jmydy,"N3B vs N3E (the latter has better performance, better thermal efficiency)",0,2024-10-21T11:45:39Z
bxm4J5OpK8A,@mike15.,best iphones : 4...5s... 6...X.. 11 pro.. 13 pro.. 15 pro,17,2024-10-20T14:59:55Z
bxm4J5OpK8A,@gmfam733,"I like the 48mp ultra wide in the 16 pro 
But my choice is the s24u❤",4,2024-10-19T20:10:25Z
bxm4J5OpK8A,@SR65GO,The camera control is not user friendly and it’s a gimmick actually😂,75,2024-10-18T16:16:31Z
bxm4J5OpK8A,@adammorrow2206,Best iphone year imo along with iphone 13/pro. Great vid!,10,2024-10-18T14:40:13Z
